Date,Name,Brand,Meal,Quantity,Unit,Calories,Protein (g),Carbs (g),Fat (g),Fiber (g),Sodium (mg),Potassium (mg),Calcium (mg),Iron (mg),Magnesium (mg),Phosphorus (mg),Zinc (mg),Vitamin A (µg),Vitamin C (mg),Vitamin D (µg),B1 Thiamine (mg),B2 Riboflavin (mg),B3 Niacin (mg),B6 (mg),B9 Folate (µg),Notes
2026-05-30,"Amaranth seed, black",IFCT 2017,Breakfast,100,g,356.1,14.59,59.98,5.74,7.02,2.7,433,181,9.33,325,374,2.66,0,0,58.67,0.04,0.04,0.45,0.5,27.44,IFCT2017:A001 | Group: Cereals and Millets
2026-05-30,"Amaranth seed, pale brown",IFCT 2017,Breakfast,100,g,355.9,13.27,61.46,5.56,7.47,2.81,413,162,8.02,270,412,2.52,0,0,53.98,0.04,0.04,0.52,0.33,24.65,IFCT2017:A002 | Group: Cereals and Millets
2026-05-30,Bajra,IFCT 2017,Breakfast,100,g,348.0,10.96,61.78,5.43,11.49,4.11,365,27.35,6.42,124,289,2.76,28.23,0,5.65,0.25,0.2,0.86,0.27,36.11,IFCT2017:A003 | Group: Cereals and Millets
2026-05-30,Barley,IFCT 2017,Breakfast,100,g,315.7,10.94,61.29,1.3,15.64,7.56,268,28.64,1.56,48.97,178,1.5,0,0,0,0.36,0.18,2.84,0.31,31.58,IFCT2017:A004 | Group: Cereals and Millets
2026-05-30,Jowar,IFCT 2017,Breakfast,100,g,334.1,9.97,67.68,1.73,10.22,5.42,328,27.6,3.95,133,274,1.96,8.29,0,3.96,0.35,0.14,2.1,0.28,39.42,IFCT2017:A005 | Group: Cereals and Millets
2026-05-30,"Maize, dry",IFCT 2017,Breakfast,100,g,334.1,8.8,64.77,3.77,12.24,4.44,291,8.91,2.49,145,279,2.27,296,0,33.6,0.33,0.09,2.69,0.34,25.81,IFCT2017:A006 | Group: Cereals and Millets
2026-05-30,"Maize, tender, local",IFCT 2017,Breakfast,100,g,120.0,3.57,22.69,1.4,3.67,2.24,167,6.35,0.71,47.62,163,0.97,73.53,4.26,42.34,0.17,0.12,1.13,0.45,62.96,IFCT2017:A007 | Group: Cereals and Millets
2026-05-30,"Maize, tender, sweet",IFCT 2017,Breakfast,100,g,96.8,4.16,16.42,1.35,3.3,2.23,297,6.37,0.54,36.51,121,0.77,105.42,5.72,16.94,0.1,0.14,1.14,0.38,59.71,IFCT2017:A008 | Group: Cereals and Millets
2026-05-30,Quinoa,IFCT 2017,Breakfast,100,g,328.4,13.11,53.65,5.5,14.66,4.5,474,198,7.51,119,212,3.31,5.12,0,0,0.83,0.22,1.7,0.21,173,IFCT2017:A009 | Group: Cereals and Millets
2026-05-30,Ragi,IFCT 2017,Breakfast,100,g,320.7,7.16,66.82,1.92,11.18,4.75,443,364,4.62,146,210,2.53,1.53,0,41.46,0.37,0.17,1.34,0.05,34.66,IFCT2017:A010 | Group: Cereals and Millets
2026-05-30,"Rice, flakes",IFCT 2017,Breakfast,100,g,353.7,7.44,76.75,1.14,3.46,2.58,148,9.19,4.46,77.92,195,1.49,0,0,0,0.12,0.04,1.6,0.02,8.46,IFCT2017:A011 | Group: Cereals and Millets
2026-05-30,"Rice, puffed",IFCT 2017,Breakfast,100,g,361.9,7.47,77.68,1.62,2.56,3.69,140,15.09,4.55,64.59,152,1.45,0,0,0,0.11,0.04,1.87,0.07,0,IFCT2017:A012 | Group: Cereals and Millets
2026-05-30,"Rice, raw, brown",IFCT 2017,Breakfast,100,g,353.7,9.16,74.8,1.24,4.43,3.64,199,10.93,1.02,93.91,267,1.68,0,0,0,0.27,0.06,3.4,0.37,11.51,IFCT2017:A013 | Group: Cereals and Millets
2026-05-30,"Rice, parboiled, milled",IFCT 2017,Breakfast,100,g,351.6,7.81,77.16,0.55,3.74,3.16,142,8.11,0.72,26.72,140,1.08,0,0,0,0.17,0.06,2.51,0.22,9.75,IFCT2017:A014 | Group: Cereals and Millets
2026-05-30,"Rice, raw, milled",IFCT 2017,Breakfast,100,g,356.4,7.94,78.24,0.52,2.81,2.34,108,7.49,0.65,19.3,96,1.21,0,0,0,0.05,0.05,1.69,0.12,9.32,IFCT2017:A015 | Group: Cereals and Millets
2026-05-30,Samai,IFCT 2017,Breakfast,100,g,346.3,10.13,65.55,3.89,7.72,4.77,105,16.06,1.26,91.41,130,1.82,1.91,0,3.75,0.26,0.05,1.29,0.04,36.2,IFCT2017:A016 | Group: Cereals and Millets
2026-05-30,Varagu,IFCT 2017,Breakfast,100,g,331.7,8.92,66.19,2.55,6.39,3.35,94,15.27,2.34,122,101,1.65,1.41,0,0,0.29,0.2,1.49,0.07,39.49,IFCT2017:A017 | Group: Cereals and Millets
2026-05-30,"Wheat flour, refined",IFCT 2017,Breakfast,100,g,351.8,10.36,74.27,0.76,2.76,1.54,148,20.4,1.77,30.69,110,0.88,1.97,0,6.73,0.15,0.06,0.77,0.08,16.25,IFCT2017:A018 | Group: Cereals and Millets
2026-05-30,"Wheat flour, atta",IFCT 2017,Breakfast,100,g,320.3,10.57,64.17,1.53,11.36,2.04,311,30.94,4.1,125,315,2.85,2.67,0,13.43,0.42,0.15,2.37,0.25,29.22,IFCT2017:A019 | Group: Cereals and Millets
2026-05-30,"Wheat, whole",IFCT 2017,Breakfast,100,g,321.9,10.59,64.72,1.47,11.23,2.5,366,39.36,3.97,125,315,2.85,3.03,0,17.49,0.46,0.15,2.68,0.26,30.09,IFCT2017:A020 | Group: Cereals and Millets
2026-05-30,"Wheat, bulgur",IFCT 2017,Breakfast,100,g,341.8,10.84,69.06,1.45,8.81,2.09,330,27.09,3.86,116,245,1.97,2.55,0,6.27,0.24,0.12,2.05,0.24,26.3,IFCT2017:A021 | Group: Cereals and Millets
2026-05-30,"Wheat, semolina",IFCT 2017,Breakfast,100,g,333.7,11.38,68.43,0.74,9.72,2.31,284,29.38,2.98,37.89,119,2.13,1.6,0,8.19,0.29,0.04,1.13,0.11,25.68,IFCT2017:A022 | Group: Cereals and Millets
2026-05-30,"Wheat, vermicelli",IFCT 2017,Breakfast,100,g,332.7,9.7,70.39,0.45,9.28,2.71,163,19.42,2.02,34.18,99,0.83,1.68,0,4.06,0.13,0.01,0.86,0.03,14.35,IFCT2017:A023 | Group: Cereals and Millets
2026-05-30,"Wheat, vermicelli, roasted",IFCT 2017,Breakfast,100,g,340.1,10.37,71.42,0.49,9.55,3.43,177,22.63,2.09,39.03,107,0.88,0.92,0,3.21,0.12,0.01,0.67,0.03,13.21,IFCT2017:A024 | Group: Cereals and Millets
2026-05-30,"Bengal gram, dal",IFCT 2017,Breakfast,100,g,329.1,21.55,46.72,5.31,15.15,20.83,957,46.32,6.08,118,325,3.65,165,0,1.75,0.35,0.15,1.87,0.19,182,IFCT2017:B001 | Group: Grain Legumes
2026-05-30,"Bengal gram, whole",IFCT 2017,Breakfast,100,g,287.0,18.77,39.56,5.11,25.22,26.56,935,150,6.78,160,267,3.37,172,0,1.93,0.37,0.24,2.1,0.36,233,IFCT2017:B002 | Group: Grain Legumes
2026-05-30,"Black gram, dal",IFCT 2017,Breakfast,100,g,324.1,23.06,51,1.69,11.93,18.88,1157,55.67,4.67,173,375,3,10.11,0,8.42,0.21,0.09,1.76,0.22,88.75,IFCT2017:B003 | Group: Grain Legumes
2026-05-30,"Black gram, whole",IFCT 2017,Breakfast,100,g,291.3,21.97,43.99,1.58,20.41,26.8,1093,86.18,5.97,190,345,3.05,12.8,0,16.84,0.32,0.11,1.85,0.53,134,IFCT2017:B004 | Group: Grain Legumes
2026-05-30,"Cowpea, brown",IFCT 2017,Breakfast,100,g,320.3,20.36,54.62,1.15,11.54,13.68,1241,81.73,5.9,213,372,3.41,7.08,0,0.92,0.33,0.09,1.64,0.3,231,IFCT2017:B005 | Group: Grain Legumes
2026-05-30,"Cowpea, white",IFCT 2017,Breakfast,100,g,320.3,21.25,53.77,1.14,11.7,12.52,1243,84.1,5.04,213,378,3.57,8.21,0,0.93,0.34,0.09,1.51,0.26,249,IFCT2017:B006 | Group: Grain Legumes
2026-05-30,"Field bean, black",IFCT 2017,Breakfast,100,g,276.1,19.93,43.46,0.92,23.4,1.35,1272,78.16,4.5,197,457,2.42,0,0,4.35,0.35,0.07,1.88,0.35,291,IFCT2017:B007 | Group: Grain Legumes
2026-05-30,"Field bean, brown",IFCT 2017,Breakfast,100,g,283.0,19.9,45.24,0.98,22.4,1.41,1245,75.2,4.99,173,429,2.44,0,0,4.24,0.32,0.07,2.04,0.37,292,IFCT2017:B008 | Group: Grain Legumes
2026-05-30,"Field bean, white",IFCT 2017,Breakfast,100,g,280.4,19.84,44.53,0.94,22.99,1.7,1360,77.24,5.5,190,448,2.8,0,0,4.26,0.37,0.07,1.96,0.38,289,IFCT2017:B009 | Group: Grain Legumes
2026-05-30,"Green gram, dal",IFCT 2017,Breakfast,100,g,325.8,23.88,52.59,1.35,9.37,10.14,1268,43.13,3.93,155,416,2.49,122,0,2.05,0.35,0.12,1.84,0.19,92.11,IFCT2017:B010 | Group: Grain Legumes
2026-05-30,"Green gram, whole",IFCT 2017,Breakfast,100,g,293.7,22.53,46.13,1.14,17.04,12.48,1177,92.43,4.89,198,353,2.67,137,0,3.15,0.45,0.27,2.16,0.35,145,IFCT2017:B011 | Group: Grain Legumes
2026-05-30,"Horse gram, whole",IFCT 2017,Breakfast,100,g,329.6,21.73,57.24,0.62,7.88,12.14,1065,269,8.76,152,298,2.71,58.57,0,1.8,0.32,0.24,1.82,0.21,163,IFCT2017:B012 | Group: Grain Legumes
2026-05-30,"Lentil, dal",IFCT 2017,Breakfast,100,g,322.4,24.35,52.53,0.75,10.43,10.27,786,44.32,7.06,74.69,310,3.61,6.34,0,1.31,0.34,0.16,1.81,0.18,49.99,IFCT2017:B013 | Group: Grain Legumes
2026-05-30,"Lentil, whole, brown",IFCT 2017,Breakfast,100,g,299.0,22.49,48.47,0.64,16.82,11.2,756,76.13,7.57,101,274,3.6,10.29,0,14.52,0.4,0.22,2.54,0.46,132,IFCT2017:B014 | Group: Grain Legumes
2026-05-30,"Lentil, whole, yellowish",IFCT 2017,Breakfast,100,g,297.8,22.87,47.91,0.61,16.66,10.87,764,76.66,7.91,86.38,261,3.31,12.64,0,17.68,0.42,0.22,2.56,0.47,121,IFCT2017:B015 | Group: Grain Legumes
2026-05-30,Moth bean,IFCT 2017,Breakfast,100,g,308.6,19.75,52.09,1.76,15.12,26.34,1356,154,7.9,205,362,1.92,3.57,0,9.77,0.45,0.09,1.87,0.16,349,IFCT2017:B016 | Group: Grain Legumes
2026-05-30,"Peas, dry",IFCT 2017,Breakfast,100,g,303.3,20.43,48.93,1.89,17.01,23.4,922,75.11,5.09,123,334,3.1,65.71,0,15.21,0.56,0.16,2.69,0.26,110,IFCT2017:B017 | Group: Grain Legumes
2026-05-30,"Rajmah, black",IFCT 2017,Breakfast,100,g,298.0,19.01,49.59,1.62,17.74,9.4,1362,134,6.17,160,386,3.08,1.95,0,27.98,0.21,0.19,2.61,0.23,332,IFCT2017:B018 | Group: Grain Legumes
2026-05-30,"Rajmah, brown",IFCT 2017,Breakfast,100,g,297.6,19.5,48.83,1.68,16.95,10.47,1366,134,6.3,164,396,2.6,2.16,0,25.82,0.26,0.21,2.37,0.21,330,IFCT2017:B019 | Group: Grain Legumes
2026-05-30,"Rajmah, red",IFCT 2017,Breakfast,100,g,299.2,19.91,48.61,1.77,16.57,10.45,1324,126,6.13,173,409,2.69,1.6,0,26.73,0.3,0.19,2.42,0.21,316,IFCT2017:B020 | Group: Grain Legumes
2026-05-30,"Red gram, dal",IFCT 2017,Breakfast,100,g,330.8,21.7,55.23,1.56,9.06,18.01,1395,71.73,3.9,119,328,2.63,127,0,2.12,0.45,0.11,2.09,0.24,108,IFCT2017:B021 | Group: Grain Legumes
2026-05-30,"Red gram, whole",IFCT 2017,Breakfast,100,g,273.9,20.47,42.48,1.38,22.84,19.03,1303,139,5.37,155,312,2.99,149,0,2.78,0.74,0.15,2.42,0.42,229,IFCT2017:B022 | Group: Grain Legumes
2026-05-30,Ricebean,IFCT 2017,Breakfast,100,g,302.3,19.97,51.26,0.74,13.37,10.62,1196,200,4.76,201,270,2.29,0,1.11,8.26,0.46,0.14,2.32,0.13,122,IFCT2017:B023 | Group: Grain Legumes
2026-05-30,"Soya bean, brown",IFCT 2017,Breakfast,100,g,381.5,35.58,12.79,19.82,21.55,2.07,1613,239,8.29,259,483,4.01,3.5,0,66.22,0.59,0.24,2.12,0.43,297,IFCT2017:B024 | Group: Grain Legumes
2026-05-30,"Soya bean, white",IFCT 2017,Breakfast,100,g,377.4,37.8,10.16,19.42,22.63,2.83,1634,195,8.22,189,494,3.47,2.82,0,69.81,0.61,0.23,2.28,0.45,288,IFCT2017:B025 | Group: Grain Legumes
2026-05-30,Agathi leaves,IFCT 2017,Breakfast,100,g,70.5,8.01,5.21,1.35,8.6,18.12,674,901,4.36,96.64,52.52,0.53,12582,121,4.02,0.26,0.33,1.18,0.22,120,IFCT2017:C001 | Group: Green Leafy Vegetables
2026-05-30,"Amaranth leaves, green",IFCT 2017,Breakfast,100,g,30.6,3.29,2.28,0.65,4.41,16.08,572,330,4.64,194,73.22,0.86,8553,83.54,16.01,0.01,0.19,0.71,0.21,70.33,IFCT2017:C002 | Group: Green Leafy Vegetables
2026-05-30,"Amaranth leaves, red",IFCT 2017,Breakfast,100,g,33.5,3.93,2.37,0.63,4.91,14.58,564,245,7.25,177,75.98,1.37,8457,86.2,15.1,0.01,0.269,0.62,0.22,81.95,IFCT2017:C003 | Group: Green Leafy Vegetables
2026-05-30,"Amaranth leaves, red and green",IFCT 2017,Breakfast,100,g,31.5,3.09,2.87,0.53,4.6,17.55,597,269,5.28,146,68.23,1.03,8464,77.24,15.25,0.01,0.22,0.69,0.19,69.08,IFCT2017:C004 | Group: Green Leafy Vegetables
2026-05-30,"Amaranth, spinous, leaves, green",IFCT 2017,Breakfast,100,g,26.3,3.54,1.61,0.36,5.1,15.66,569,359,6.37,202,72.46,1.57,1594,82.56,15.23,0.01,0.13,0.63,0.22,41.44,IFCT2017:C005 | Group: Green Leafy Vegetables
2026-05-30,"Amaranth, spinous, leaves, red and green",IFCT 2017,Breakfast,100,g,23.7,2.8,1.45,0.34,5.57,16.27,588,372,4.58,187,85.02,1.11,1487,77.3,15.04,0.01,0.15,0.72,0.2,44.23,IFCT2017:C006 | Group: Green Leafy Vegetables
2026-05-30,Basella leaves,IFCT 2017,Breakfast,100,g,19.6,1.57,2.01,0.45,2.21,18.74,337,93.89,4.2,153,37.26,0.39,2473,63.35,9.18,0.06,0.15,0.46,0.18,90.31,IFCT2017:C007 | Group: Green Leafy Vegetables
2026-05-30,Bathua leaves,IFCT 2017,Breakfast,100,g,27.7,2.5,2.56,0.44,4.01,10.75,438,211,2.66,48.41,37.55,0.98,1075,41.03,1.01,0.06,0.51,0.54,0.17,42.55,IFCT2017:C008 | Group: Green Leafy Vegetables
2026-05-30,Beetroot leaves,IFCT 2017,Breakfast,100,g,34.7,2.38,3.86,0.75,3.64,111,530,151,5.8,120,36.02,0.16,1703,35.83,1.65,0.02,0.17,0.43,0.13,11.52,IFCT2017:C009 | Group: Green Leafy Vegetables
2026-05-30,"Betel leaves, big (kolkata)",IFCT 2017,Breakfast,100,g,48.3,2.51,7.37,0.75,2.12,16.8,649,207,3,107,51.73,0.47,4377,18.4,3.78,0.03,0.08,0.45,0.04,15.96,IFCT2017:C010 | Group: Green Leafy Vegetables
2026-05-30,"Betel leaves, small",IFCT 2017,Breakfast,100,g,43.7,2.62,6.16,0.75,1.97,14.04,678,196,2.87,89.94,55.72,0.39,5103,24.51,2.27,0.02,0.07,0.47,0.04,16.56,IFCT2017:C011 | Group: Green Leafy Vegetables
2026-05-30,Brussels sprouts,IFCT 2017,Breakfast,100,g,44.2,4.26,5.09,0.5,4.29,18.51,639,53.99,1.54,32.99,98.56,0.57,360,89.45,0.26,0.06,0.16,0.5,0.19,85.01,IFCT2017:C012 | Group: Green Leafy Vegetables
2026-05-30,"Cabbage, Chinese",IFCT 2017,Breakfast,100,g,17.9,1.58,2.36,0.13,2.01,20.28,258,58.46,0.39,11.51,33.05,0.19,5.5,19.32,0.39,0.01,0.05,0.38,0.19,54.51,IFCT2017:C013 | Group: Green Leafy Vegetables
2026-05-30,"Cabbage, collard greens",IFCT 2017,Breakfast,100,g,30.1,3.63,2.79,0.27,2.98,22.98,292,170,2.67,45.9,54.67,0.35,104,40.76,0.18,0.03,0.05,0.26,0.24,63.46,IFCT2017:C014 | Group: Green Leafy Vegetables
2026-05-30,"Cabbage, green",IFCT 2017,Breakfast,100,g,21.5,1.36,3.25,0.12,2.76,14.98,233,51.76,0.35,17.99,30.15,0.16,20.48,33.25,0.21,0.03,0.05,0.24,0.13,46.36,IFCT2017:C015 | Group: Green Leafy Vegetables
2026-05-30,"Cabbage, violet",IFCT 2017,Breakfast,100,g,23.2,1.39,3.54,0.21,2.21,24,201,48,0.24,26.87,22.14,0.13,31.17,43.49,0.19,0.04,0.05,0.27,0.17,34.81,IFCT2017:C016 | Group: Green Leafy Vegetables
2026-05-30,Cauliflower leaves,IFCT 2017,Breakfast,100,g,35.4,3.9,3.39,0.42,3.43,24.31,374,96.7,2.42,41.5,62.82,0.31,146,52.84,4.15,0.05,0.05,0.21,0.23,42.99,IFCT2017:C017 | Group: Green Leafy Vegetables
2026-05-30,"Colocasia leaves, green",IFCT 2017,Breakfast,100,g,43.5,3.42,3.69,1.38,5.6,12.08,404,216,3.41,59.44,57.88,0.82,5758,40.71,1.7,0.08,0.07,0.8,0.29,159,IFCT2017:C018 | Group: Green Leafy Vegetables
2026-05-30,Drumstick leaves,IFCT 2017,Breakfast,100,g,67.4,6.41,5.62,1.64,8.21,9.34,397,314,4.56,97.09,109,0.72,17542,108,14.33,0.06,0.45,0.82,0.87,42.89,IFCT2017:C019 | Group: Green Leafy Vegetables
2026-05-30,Fenugreek leaves,IFCT 2017,Breakfast,100,g,34.4,3.68,2.17,0.83,4.9,47.01,226,274,5.69,63.67,53.05,0.54,9245,58.25,2.36,0.11,0.22,0.7,0.38,75.26,IFCT2017:C020 | Group: Green Leafy Vegetables
2026-05-30,Garden cress,IFCT 2017,Breakfast,100,g,49.7,5.62,4.48,0.8,2.6,25.35,379,217,6.19,79.24,45.55,1.52,88.72,42.75,0.55,0.03,0.06,1.2,0.2,58.1,IFCT2017:C021 | Group: Green Leafy Vegetables
2026-05-30,"Gogu leaves, green stem",IFCT 2017,Breakfast,100,g,36.3,1.86,4.06,1.09,4.59,12.34,260,145,7.65,83.09,41.99,0.65,5285,29.65,4.28,0.13,0.06,0.58,0.33,74.94,IFCT2017:C022 | Group: Green Leafy Vegetables
2026-05-30,"Gogu leaves, red stem",IFCT 2017,Breakfast,100,g,36.6,1.85,4.24,1.07,3.89,14.08,161,129,9.56,75.75,36.38,0.63,5143,35.43,4.27,0.12,0.05,0.56,0.31,88.63,IFCT2017:C023 | Group: Green Leafy Vegetables
2026-05-30,"Knol-Khol, leaves",IFCT 2017,Breakfast,100,g,42.5,3.12,6.16,0.35,2.76,26.8,309,368,2.51,66,55.02,0.42,12.04,71.11,0.59,0.06,0.15,0.86,0.28,41.55,IFCT2017:C024 | Group: Green Leafy Vegetables
2026-05-30,Lettuce,IFCT 2017,Breakfast,100,g,21.7,1.54,3.01,0.27,1.79,17.53,279,56.71,2.73,43.22,44.1,0.51,1285,11.91,0.1,0.05,0.09,0.17,0.08,30.69,IFCT2017:C025 | Group: Green Leafy Vegetables
2026-05-30,Mustard leaves,IFCT 2017,Breakfast,100,g,30.4,3.52,2.41,0.51,3.92,19.14,403,191,2.84,51.63,71.62,0.68,2619,60.32,5.4,0.08,0.18,0.58,0.16,110,IFCT2017:C026 | Group: Green Leafy Vegetables
2026-05-30,Pak Choi leaves,IFCT 2017,Breakfast,100,g,16.0,1.41,1.78,0.25,1.91,33.73,250,150,3.78,45.28,25.95,0.16,2450,55.6,0.1,0.02,0.22,0.66,0.96,98.5,IFCT2017:C027 | Group: Green Leafy Vegetables
2026-05-30,Parsley,IFCT 2017,Breakfast,100,g,72.9,5.55,9.43,1.14,3.87,53.08,466,288,5.51,49.18,78.56,1.29,2710,133,5.55,0.19,0.1,0.36,0.19,197,IFCT2017:C028 | Group: Green Leafy Vegetables
2026-05-30,Ponnaganni,IFCT 2017,Breakfast,100,g,50.9,5.29,5.17,0.71,6.74,39.36,457,388,3.88,80.39,58.26,0.99,5288,103,0.65,0.02,0.1,0.32,0.19,48.42,IFCT2017:C029 | Group: Green Leafy Vegetables
2026-05-30,"Pumpkin leaves, tender",IFCT 2017,Breakfast,100,g,44.2,4.21,4.75,0.74,2.25,12.2,423,271,5.58,84.21,64.54,0.9,1455,12.33,3.19,0.07,0.13,1.49,0.17,33.82,IFCT2017:C030 | Group: Green Leafy Vegetables
2026-05-30,Radish leaves,IFCT 2017,Breakfast,100,g,26.1,2.22,2.77,0.51,1.82,17.39,304,234,3.82,57.96,50.08,0.49,2591,65.76,1.39,0.06,0.13,0.47,0.16,53.14,IFCT2017:C031 | Group: Green Leafy Vegetables
2026-05-30,Rumex leaves,IFCT 2017,Breakfast,100,g,19.6,1.62,2.33,0.33,1.27,19.95,336,131,3.67,48.33,32.4,0.46,2754,53.76,0.1,0.03,0.14,0.33,0.09,41.01,IFCT2017:C032 | Group: Green Leafy Vegetables
2026-05-30,Spinach,IFCT 2017,Breakfast,100,g,24.4,2.14,2.05,0.64,2.38,42.55,625,82.29,2.95,86.97,32.59,0.46,2605,30.28,0.26,0.16,0.1,0.33,0.15,142,IFCT2017:C033 | Group: Green Leafy Vegetables
2026-05-30,"Tamarind leaves, tender",IFCT 2017,Breakfast,100,g,71.5,5.84,10.04,0.49,10.7,13.43,465,66.93,2.84,42.1,86.86,0.93,168,28.22,2.62,0.12,0.03,0.79,0.14,91.82,IFCT2017:C034 | Group: Green Leafy Vegetables
2026-05-30,Ash gourd,IFCT 2017,Breakfast,100,g,17.4,0.79,2.84,0.14,3.37,0.77,372,19.39,0.47,19.95,29.07,0.13,0,11.41,1.35,0.03,0.01,0.12,0.18,14.11,IFCT2017:D001 | Group: Other Vegetables
2026-05-30,"Bamboo shoot, tender",IFCT 2017,Breakfast,100,g,16.3,1.33,1.67,0.35,1.55,1.12,422,10,0.33,8.28,39.63,0.37,0,15.74,0.41,0.06,0.06,0.25,0.13,17.05,IFCT2017:D002 | Group: Other Vegetables
2026-05-30,"Bean scarlet, tender",IFCT 2017,Breakfast,100,g,42.8,2.86,5.16,0.99,4.5,1.46,164,43.48,0.73,43.75,62.13,0.57,35.52,6.61,1.4,0.13,0.12,0.52,0.31,45.26,IFCT2017:D003 | Group: Other Vegetables
2026-05-30,"Bitter gourd, jagged, teeth ridges, elongate",IFCT 2017,Breakfast,100,g,20.8,1.44,2.82,0.24,3.78,13.09,326,21.36,1.15,32.14,44.9,0.31,122,46.53,1.92,0.05,0.04,0.27,0.05,60.28,IFCT2017:D004 | Group: Other Vegetables
2026-05-30,"Bitter gourd, jagged, teeth ridges, short",IFCT 2017,Breakfast,100,g,18.9,1.34,2.53,0.24,3.49,12.59,282,16.27,1.08,31.58,40.21,0.36,126,50.87,1.9,0.06,0.04,0.29,0.04,51.45,IFCT2017:D005 | Group: Other Vegetables
2026-05-30,"Bitter gourd, jagged, smooth ridges, elongate",IFCT 2017,Breakfast,100,g,19.4,1.61,2.29,0.26,3.72,11.16,356,17.62,1.28,33.34,44.75,0.43,130,54.3,1.83,0.06,0.04,0.3,0.05,60.03,IFCT2017:D006 | Group: Other Vegetables
2026-05-30,"Bottle gourd, elongate, pale green",IFCT 2017,Breakfast,100,g,11.0,0.53,1.68,0.13,2.12,1.46,124,15.42,0.26,10.93,16.01,0.15,44.05,4.33,0.74,0.03,0.01,0.14,0.02,41.99,IFCT2017:D007 | Group: Other Vegetables
2026-05-30,"Bottle gourd, round, pale green",IFCT 2017,Breakfast,100,g,13.6,0.42,2.53,0.12,2.1,1.52,116,15.05,0.28,10.89,16.99,0.15,47.13,4.54,0.7,0.03,0.01,0.14,0.02,49.59,IFCT2017:D008 | Group: Other Vegetables
2026-05-30,"Bottle gourd, elongate, dark green",IFCT 2017,Breakfast,100,g,12.9,0.49,2.25,0.13,2.11,1.35,171,16.64,0.34,12.9,26.86,0.18,44.82,3.8,0.6,0.03,0.01,0.14,0.01,46.31,IFCT2017:D009 | Group: Other Vegetables
2026-05-30,Brinjal 1,IFCT 2017,Breakfast,100,g,27.2,1.77,3.49,0.39,3.57,3.15,302,22.17,0.49,26.75,39.95,0.32,126,1.58,0.85,0.07,0.13,0.74,0.05,37.22,IFCT2017:D010 | Group: Other Vegetables
2026-05-30,Brinjal 2,IFCT 2017,Breakfast,100,g,23.7,1.82,2.71,0.34,4.01,3.92,206,17.13,0.44,29.56,44.65,0.23,130,1.03,1.01,0.09,0.11,0.56,0.05,27.22,IFCT2017:D011 | Group: Other Vegetables
2026-05-30,Brinjal 3,IFCT 2017,Breakfast,100,g,24.4,1.36,3.38,0.33,4.26,3.12,192,14.58,0.34,18.62,27.79,0.2,138,2.34,1.19,0.05,0.109,0.6,0.07,32.29,IFCT2017:D012 | Group: Other Vegetables
2026-05-30,Brinjal 4,IFCT 2017,Breakfast,100,g,23.9,1.51,3.19,0.31,4.04,3.31,268,13.39,0.38,20.65,31.82,0.21,140,2.22,1.05,0.06,0.11,0.52,0.07,36.67,IFCT2017:D013 | Group: Other Vegetables
2026-05-30,Brinjal 5,IFCT 2017,Breakfast,100,g,26.5,1.38,4.02,0.29,4.13,4.03,227,17.03,0.36,25.36,33.13,0.2,123,3.15,1.61,0.07,0.11,0.49,0.08,32.21,IFCT2017:D014 | Group: Other Vegetables
2026-05-30,Brinjal 6,IFCT 2017,Breakfast,100,g,23.2,1.46,3.29,0.29,3.68,3.75,289,17.17,0.39,18.82,30.12,0.2,129,1.49,1.14,0.05,0.11,0.51,0.07,34.21,IFCT2017:D015 | Group: Other Vegetables
2026-05-30,Brinjal 7,IFCT 2017,Breakfast,100,g,23.4,1.4,3.1,0.37,3.32,3.45,238,19.95,0.27,15.26,29.58,0.16,155,1.08,0.84,0.05,0.12,0.44,0.07,26.58,IFCT2017:D016 | Group: Other Vegetables
2026-05-30,Brinjal 8,IFCT 2017,Breakfast,100,g,28.0,1.82,3.75,0.33,4.01,4.73,284,21,0.42,26.63,35.84,0.24,162,1.89,0.97,0.07,0.11,0.65,0.07,33.89,IFCT2017:D017 | Group: Other Vegetables
2026-05-30,Brinjal 9,IFCT 2017,Breakfast,100,g,25.3,1.47,3.52,0.35,4,3.08,224,18.79,0.38,26.23,35.71,0.23,158,1.72,1.02,0.06,0.11,0.56,0.09,35.89,IFCT2017:D018 | Group: Other Vegetables
2026-05-30,Brinjal 10,IFCT 2017,Breakfast,100,g,27.7,1.68,4.08,0.25,3.9,4.35,252,15.59,0.41,22.11,37.36,0.23,161,2.4,0.88,0.06,0.1,0.5,0.08,37.11,IFCT2017:D019 | Group: Other Vegetables
2026-05-30,Brinjal 11,IFCT 2017,Breakfast,100,g,25.1,1.43,3.53,0.31,4.12,3.47,260,15.92,0.37,20.73,33.28,0.22,162,2.24,1.01,0.06,0.11,0.53,0.08,34.24,IFCT2017:D020 | Group: Other Vegetables
2026-05-30,Brinjal 12,IFCT 2017,Breakfast,100,g,22.2,1.6,2.73,0.27,3.89,3.88,259,19.85,0.37,19.26,37.81,0.25,144,2.55,0.87,0.04,0.1,0.46,0.06,27.83,IFCT2017:D021 | Group: Other Vegetables
2026-05-30,Brinjal 13,IFCT 2017,Breakfast,100,g,29.6,1.49,4.51,0.31,3.92,3,260,18.95,0.32,18,26.81,0.19,138,1.49,1.06,0.04,0.12,0.54,0.09,30.99,IFCT2017:D022 | Group: Other Vegetables
